"","ID","Group","Feature_1","Feature_2","Feature_3"
"432","ID344","C",2409.1804678399,424.621776280791,-1982.66041858919
"433","ID754","A",2465.51768524832,387.029772831822,5448.53589112991
"434","ID536","B",2123.94945917919,399.662780258984,4232.92725285334
"435","ID359","B",2449.23053141826,399.298492210708,4906.86077145512
"436","ID255","A",2745.48959932446,407.947745140675,6195.44203250635
"437","ID499","A",2247.99523259549,384.634304685013,4804.98730046112
"438","ID435","B",2718.31454126965,407.860560408058,5437.25146792759
"439","ID906","A",2390.32936116489,397.462868596224,5182.1462195047
"440","ID825","C",2509.72589158867,412.321008677364,-2095.74916018351
"441","ID872","C",2489.99592463248,396.581443219701,-2111.69687063174
"442","ID865","C",2495.92289533535,413.737123732768,-2082.99957912625
"443","ID611","B",2625.65655790109,409.620840528546,5236.6043683232
"444","ID612","A",2109.99458038826,388.0188848225,4395.29398082787
"445","ID981","B",2147.76950245698,397.079369464925,4297.25837341966
"446","ID767","C",2382.33489113106,399.680638368166,-1999.12636365984
"447","ID595","B",2481.52879363718,405.984919522939,4952.90357055004
"448","ID941","B",2484.76233636329,396.589078523121,4977.68930568738
"449","ID723","A",3128.69789267457,408.69581904855,7326.11902676276
"450","ID331","C",2791.37923425957,437.04567454789,-2354.7173714848
"451","ID318","A",2750.36507818417,429.659514365288,6095.19998025774
"452","ID378","A",2098.31901232686,409.011239780006,4236.12270142924
"453","ID765","A",2950.27586819649,393.75797927038,6890.5775321439
"454","ID243","C",2571.98952108814,379.062386526958,-2197.87692561554
"455","ID176","A",3076.71620275227,398.001376934165,7243.30500556254
"456","ID821","C",2755.00767576538,400.804806753372,-2353.43389889054
"457","ID169","C",2843.36052990944,405.872358486641,-2437.56176763063
"458","ID896","A",2952.19298053348,396.17617727673,6900.59189245852
"459","ID389","C",2611.09838490927,366.370470132748,-2238.99448850787
"460","ID111","B",2187.2701823457,405.234456280639,4378.91023515894
"461","ID942","C",2401.89969684323,393.255803876033,-2002.75424520722
"462","ID930","B",3057.71531146438,385.882275754467,6117.8552639158
"463","ID958","B",2376.31790400672,385.722280633516,4749.27195741305
"464","ID701","B",2508.91718650847,404.629670881855,5016.5142757748
"465","ID105","B",2423.234415098,431.452505467894,4831.91303828791
"466","ID633","B",2507.48487739672,398.209683602851,5009.78867185792
"467","ID697","C",3053.98848715348,394.831886288876,-2656.97108745218
"468","ID801","A",2545.28358107499,403.971212081787,5621.64400505131
"469","ID776","B",2265.6748401246,357.825060240864,4528.80870886105
"470","ID735","C",2382.53057637444,395.852374802177,-1972.08024048606
"471","ID940","C",2656.5230267594,425.53150264483,-2216.25233019383
"472","ID859","A",2817.12771632773,408.976925799564,6405.54418144758
"473","ID430","B",2677.06276365187,384.53297502264,5360.9965372158
"474","ID299","B",1890.05125046286,426.924315387482,3784.44392094355
"475","ID538","B",2189.1545022556,395.828040734683,4390.94145383966
"476","ID274","A",2360.96116382001,408.790380614057,5049.34971810208
"477","ID191","B",2944.65652518199,439.91870657932,5905.2743715664
"478","ID851","A",1962.86643976089,371.665325151141,4034.31565542323
"479","ID485","A",2129.95452918838,407.385388140919,4371.2249198491
"480","ID319","C",2845.55948043204,385.533258015946,-2461.51615817053
"481","ID227","A",2701.83087963723,400.444123190926,6095.59689910197
"482","ID993","B",2935.90284642101,398.836501268577,5864.18790038161
"483","ID752","A",2301.98721865007,412.994111789732,4835.32727647351
"484","ID304","A",2381.2225570819,418.586242231227,5059.22059743943
"485","ID840","B",2863.40143318855,382.209744194457,5724.83742728178
"486","ID543","C",2105.83449361337,421.288530337081,-1684.31272187155
"487","ID184","A",2648.676405238,392.013218506421,5978.46841390543
"488","ID345","B",2477.40956788293,390.080745761049,4978.78389920844
"489","ID442","B",2235.11411441042,390.492752910892,4462.94465345072
"490","ID461","B",1764.21494525248,432.504233101827,3531.0680205703
"491","ID279","B",2028.25331512062,425.654394239367,4059.30115053884
"492","ID583","C",2498.42783267234,397.348399179737,-2105.77282674372
"493","ID396","A",2810.23685714498,406.52440829425,6387.73142063902
"494","ID292","A",2234.06928878652,409.845911272814,4651.5416239985
"495","ID676","B",2126.29056547667,412.050747734327,4220.81990375756
"496","ID920","A",2867.79875615673,394.467216509806,6636.79049141069
"497","ID547","A",2430.8812553344,434.417085701552,5103.26512794442
"498","ID470","C",2623.96715164868,408.995243238436,-2217.79628050605
"499","ID845","B",2504.21711691304,408.424023939022,5019.07516056917
"500","ID209","C",2628.77957553891,407.709370806048,-2226.86494750808
"501","ID601","C",2834.91486412977,398.102510229505,-2431.51033072061
"502","ID215","A",2467.17007206573,422.213340717043,5287.61775933255
"503","ID497","C",2470.28352953332,402.719197893765,-2056.50022665482
"504","ID807","B",2189.50123141522,391.003744915976,4386.8614796041
"505","ID961","A",2239.69301049233,400.429617475223,4724.79202110772
"506","ID510","B",2458.07394272076,384.809262233173,4930.54973721717
"507","ID828","B",2475.09160213088,393.138479177839,4945.82659915695
"508","ID113","C",2709.8718303538,394.864975306437,-2319.16979107023
"509","ID342","C",2112.40563296051,370.321365452219,-1727.95196902561
"510","ID541","C",3406.51431482449,392.191580963059,-3018.17088254911
"511","ID759","C",2844.19808195021,391.538828908463,-2442.31223807547
"512","ID366","A",2349.71804347049,404.962109653788,5007.66186070161
"513","ID471","B",2122.62296091172,412.243507951089,4246.41654980292
"514","ID632","A",2885.12605332381,419.739315603332,6546.16655478276
"515","ID770","B",2471.65945905768,389.316814198504,4931.33510634505
"516","ID652","C",2536.59456095471,381.360022711455,-2157.79782289086
"517","ID394","B",2714.99918309592,389.807992062912,5434.35476087606
"518","ID952","B",2672.31915502383,397.400404304143,5350.2425530988
"519","ID211","A",3302.00974125383,390.936400268653,7932.14749289454
"520","ID338","A",2320.80649505055,399.194313066131,4962.10145785991
"521","ID581","C",2590.45548722753,382.277168221134,-2207.71235359124
"522","ID341","A",3019.9257728272,390.649655239003,7107.83563203051
"523","ID626","A",2400.96978786704,397.711600980962,5226.22818828991
"524","ID123","B",2065.30997599054,386.035187738699,4121.42219653656
"525","ID602","C",2437.31696947532,389.986570480495,-2042.36283641305
"526","ID139","C",2963.77887849224,399.063727133196,-2560.92895299296
"527","ID704","A",2181.09907561236,414.352671743025,4476.78869993358
"528","ID842","A",2695.0511025896,398.575971138689,6099.45109916157
"529","ID459","C",2185.47700500639,420.617848308758,-1774.88424900165
"530","ID155","A",2811.00964496549,376.662098812758,6577.41586549982
"531","ID907","A",2355.04649859439,386.798783806593,5130.79141761704
"532","ID764","A",2443.97067316176,395.460839026871,5353.82407464399
"533","ID836","A",2792.12607391496,401.028450515088,6370.90845564759
"534","ID829","B",2420.81511855091,408.018051060818,4845.72006306826
"535","ID397","C",2861.3558238361,417.455977394163,-2461.32989798609
"536","ID984","B",2327.25292111415,402.608175017487,4629.98097875625
"537","ID520","B",1906.53650664273,397.338431108332,3808.67830257472
"538","ID484","A",2698.51766338812,394.85724693775,6112.68315984997
"539","ID573","C",2818.60859921282,407.817430254131,-2421.95734095271
"540","ID550","B",2477.57984324021,398.801254422955,4963.60422567402
"541","ID421","A",2882.02820160578,426.033900345937,6509.16668620757
"542","ID663","B",2156.35824866766,392.651191916079,4307.17923997511
"543","ID544","C",2870.07173588478,429.314597321731,-2443.85414054018
"544","ID416","C",2000.23769275595,398.077760585457,-1597.02693970979
"545","ID250","B",2116.4904599972,396.779597869481,4199.60705063275
"546","ID306","C",3020.42670924273,388.639084391807,-2601.70530878908
"547","ID910","A",2480.92760796868,381.653339667549,5527.86683857006
"548","ID185","C",2753.95766024766,414.441350379513,-2337.9016983044
"549","ID737","C",2133.47718090715,408.626771750966,-1702.94624353739
"550","ID781","C",2230.01615789066,430.503017472053,-1792.99726104176
"551","ID225","B",2754.37956156888,421.107501033136,5495.54141220972
"552","ID449","A",2717.15285161272,412.818435465132,6075.23599242578
"553","ID493","A",2506.44925512247,407.827449407116,5482.5053443649
"554","ID586","C",2706.56058712855,400.274476683359,-2312.46795975504
"555","ID513","B",2530.1371217216,382.368068681756,5053.29637707326
"556","ID340","B",2290.22021757171,413.641695662984,4573.50977962486
"557","ID511","C",2985.48126685847,375.376337692803,-2630.49936839321
"558","ID774","B",2116.76063165096,408.50256040457,4222.73844608769
"559","ID523","C",2900.15946699437,379.78590841592,-2518.16261982485
"560","ID603","C",2183.31164905161,396.365873385563,-1788.00934749587
"561","ID784","A",2523.30390738695,392.833069026742,5608.6478573328
"562","ID462","B",3325.63685705181,384.904834953512,6615.95911555577
"563","ID349","C",2071.80486075798,393.658588647993,-1685.63346334322
"564","ID574","A",2611.42149391313,380.45041376234,5930.11876472673
"565","ID163","B",2506.371439255,386.308547272256,5032.01638942775
"566","ID251","A",2536.82765430709,415.094840386599,5533.78703292278
"567","ID269","A",2764.47267827839,398.389247378547,6303.32679236466
"568","ID560","C",3023.38776159721,416.224514211118,-2601.27569430628
"569","ID229","B",2960.56198536206,409.509541738257,5917.46238659666
"570","ID824","B",2812.42098371259,410.196759894116,5619.641398347
"571","ID500","B",2693.76305110899,429.796596979447,5377.19405232821
"572","ID727","C",2436.18053224483,410.560458779584,-1989.32166517718
"573","ID944","A",2361.3267256232,370.116305441797,5239.60156017108
"574","ID817","B",2270.76104066343,397.36699891608,4555.87432203293
"575","ID882","C",2117.0383072309,399.771123384047,-1738.09716118304
"576","ID182","C",2608.33135059095,409.676309578531,-2190.93326603737
"577","ID946","C",2498.52326247747,405.567771017972,-2109.17264761724
"578","ID464","A",2251.41372873447,413.152381991081,4661.63011153442
"579","ID699","A",2417.15987735632,400.962593627834,5266.50854351679
"580","ID284","A",2274.99151556786,405.77216132689,4805.25066322048
"581","ID717","C",2856.08917029811,393.21889368289,-2450.01671578233
"582","ID668","C",3014.18472808985,392.683011977482,-2610.75999347098
"583","ID377","A",2339.31878836296,406.38097181171,4974.25606597778
"584","ID336","C",2535.38196400843,373.225299835489,-2162.87225946055
"585","ID797","B",2528.27094126571,408.991514286411,5067.13293641168
"586","ID637","A",1773.26675311121,401.631614947122,3298.33027952123
"587","ID507","B",2377.7624143229,403.662184556225,4753.92579827813
"588","ID890","B",2627.81827154027,423.171332119956,5259.97731363836
"589","ID257","C",2545.76958000536,410.302755871945,-2134.0503625541
"590","ID494","A",2365.4423837431,400.109600479876,5070.53465356468
"591","ID501","B",2316.81581576595,383.227753816502,4627.93674194785
"592","ID874","B",2398.35469535065,392.461647712189,4794.7990864048
"593","ID841","C",2909.24655690482,426.550563715404,-2455.52522579515
"594","ID129","C",2603.24471940133,389.004971053552,-2207.62547492292
"595","ID545","B",2731.85497016809,381.800541786813,5471.84247085382
"596","ID487","C",2092.01190868427,393.297712884807,-1685.0246304627
"597","ID350","B",2700.06293363587,405.91368171254,5420.42683283146
"598","ID887","B",2372.23649730832,366.05712645921,4749.83029148141
"599","ID492","B",2333.44505888876,394.43833154327,4661.62934032187
"600","ID440","B",2421.60673998298,408.558082369904,4855.67127173806
"601","ID232","C",2679.93202677056,426.619678280858,-2249.63463489223
"602","ID403","C",2470.77175960808,419.932363927012,-2027.30519439008
"603","ID409","A",2854.07212448688,384.581979103045,6619.53845100704
"604","ID647","A",2701.81464308502,427.938122687517,5954.19325973864
"605","ID405","B",2507.51984920063,384.019686388116,5004.20037709991
"606","ID272","A",2660.23190173349,401.895459757237,5962.05225469535
"607","ID309","A",2819.92139351311,405.711073985602,6429.80939797235
"608","ID970","B",2580.7393870499,417.647605411724,5153.87895731644
"609","ID252","B",2310.16519139302,402.356417029708,4615.66617746394
"610","ID141","B",2486.65185067349,431.320527568922,4980.02940820239
"611","ID565","B",2151.70867178688,406.548752440019,4319.8211156498
"612","ID868","B",2589.62642307859,415.74834754546,5182.19070891135
"613","ID572","C",2279.32053824262,378.352843686832,-1915.9357014141
"614","ID159","A",2310.15493562897,396.36440124416,4935.28458363985
"615","ID798","B",2230.10720645815,393.638210258105,4465.79815641138
"616","ID364","A",1993.47934476158,431.974735036933,3831.33451545564
"617","ID201","C",2427.9812938502,409.711367279715,-2015.15723167519
"618","ID739","B",2267.23763857393,411.840419348651,4529.89829274159
"619","ID827","B",2430.63805339857,419.038507299759,4852.07749513022
"620","ID263","A",2334.16011317585,394.488826117032,5040.55713247287
"621","ID321","B",2749.67248874554,411.041767109768,5503.48537987699
"622","ID468","B",2780.65663456166,391.618241555636,5542.10791229587
"623","ID347","A",2315.57227711222,372.921513235936,5083.32542241358
"624","ID322","B",2522.14036909047,423.145408820044,5052.19027665075
"625","ID854","B",2908.2344967216,404.72053141511,5809.86751455427
"626","ID110","B",2738.51905377667,426.740456120401,5484.56369225512
"627","ID989","A",2679.76728493725,406.521398308381,6006.94378011896
"628","ID751","C",2246.10740852016,396.748771975236,-1858.10282258536
"629","ID149","C",2561.20437606677,378.461331901937,-2180.58299725858
"630","ID158","B",2717.97255194856,410.957883013956,5430.6238609407
"631","ID623","B",2565.28699312333,407.379911774977,5140.40206054122
"632","ID168","B",2236.69025321451,404.221194962196,4488.30244950993
"633","ID122","C",2209.7166955763,398.384440914971,-1811.72020306653
"634","ID187","C",2364.09107624254,392.407830677773,-1962.30974211077
"635","ID934","B",2400.66131276802,406.74315104025,4801.58450549376
"636","ID390","B",2511.68648877351,410.318397406351,5031.62098581728
"637","ID877","A",2294.61149262861,373.737153960206,5012.49282391139
"638","ID771","A",2314.23722388659,405.882973710271,4916.33780060103
"639","ID863","C",2526.54811195046,399.406423195639,-2133.24486770769
"640","ID777","B",2552.47439662887,410.81990596634,5111.83773692633
"641","ID259","C",2181.37804932494,385.104393556874,-1785.70343628388
"642","ID710","B",2798.17313672725,407.480840054747,5606.74281668666
"643","ID819","B",2366.94374074445,399.68498626601,4719.47167915263
"644","ID192","C",1913.7940215085,401.363283128343,-1504.57353248769
"645","ID982","B",2411.13973075337,398.137419103479,4805.26835515389
"646","ID524","B",2647.20210669885,399.701621851394,5287.45516813515
"647","ID806","A",2464.28191730165,392.949273197377,5422.84315951109
"648","ID287","B",2080.11311447785,420.361255650577,4155.39324387499
"649","ID365","A",2714.27805776174,427.536194075152,6004.26301827648
"650","ID204","C",2691.00457370549,398.593791683411,-2301.06666131361
"651","ID509","C",2258.82895742603,402.934457761738,-1845.32117615609
"652","ID672","B",2726.51827957392,408.892058064497,5447.96609167768
"653","ID775","B",3438.03554816551,403.574469674513,6879.81012068334
"654","ID975","A",2231.32959787304,380.253026117896,4790.35565198907
"655","ID800","A",2328.32836617328,384.943162091754,5062.91202697799
"656","ID130","B",2728.8451645172,393.046445675974,5465.06473577222
"657","ID627","C",2737.26802479008,385.358639733501,-2364.57036289984
"658","ID645","B",2518.27255682719,418.184069479694,5027.99219383556
"659","ID903","C",2467.02296747833,377.460944327065,-2098.94540055985
"660","ID428","C",2536.92455139968,414.109623496118,-2126.45733551946
"661","ID639","A",2398.16916293062,383.657507439167,5277.05125179533
"662","ID732","B",2750.9512996164,403.992562452045,5501.80543361366
"663","ID145","B",2522.94332985973,395.91453123188,5060.73929158327
"664","ID167","A",2634.63003601876,381.725463564287,5993.0168213963
"665","ID210","A",2792.5080881631,401.170113207008,6379.71908779715
"666","ID240","B",2775.35576111758,409.361656851898,5543.08914925029
"667","ID999","C",2671.59480589693,390.756524806355,-2296.1428038338
"668","ID362","A",2048.49894842119,391.862737081841,4193.48215400756
"669","ID200","B",2248.31481619708,404.228193926022,4493.65969363862
"670","ID486","A",2557.03627230152,390.339606439326,5711.37096559833
"671","ID658","A",2972.28992838334,406.649087268547,6895.18805172593
"672","ID125","B",2130.28006318422,389.28154396609,4257.6042098746
"673","ID425","A",2778.83955683841,395.691151330353,6353.79650849287
"674","ID791","A",2156.7793274348,391.322038398285,4513.54007494655
"675","ID343","A",2352.14332705687,402.232244226636,5049.82635379234
"676","ID131","A",2239.60927627101,417.102551635483,4642.02902685877
"677","ID918","A",2195.67446443943,414.005534564948,4511.12278364066
"678","ID853","B",2648.0175344765,397.008336222855,5312.04463538377
"679","ID413","A",1645.58943582213,394.822997144434,2939.29015415681
"680","ID991","B",2333.56466216728,417.081545755867,4663.10652771977
"681","ID662","C",1809.78039707073,438.464971992848,-1377.4764447026
"682","ID766","C",2850.31767437287,428.484533189057,-2407.35290994769
"683","ID619","A",2761.39184173295,400.215718582804,6298.68410717813
"684","ID282","B",2686.74387526268,406.596803242927,5366.92461189098
"685","ID590","A",2830.34133980585,401.325381629994,6483.00811653542
"686","ID985","C",2718.60284028107,389.906715162398,-2302.73077734142
"687","ID990","B",2150.46784868132,398.169052488919,4318.39817674754
"688","ID482","A",2422.80298990384,411.076664940098,5222.54756659946
"689","ID722","C",2339.3546203454,390.206663081373,-1962.16620319416
"690","ID604","A",2765.97281904605,391.939310776182,6327.35083815475
"691","ID277","C",2439.51426405191,408.429354491337,-2018.48637221167
"692","ID728","C",2295.43277998267,422.198547741693,-1891.46452801375
"693","ID108","B",2718.29312093689,399.415058595583,5435.61333600625
"694","ID353","C",2386.90049584408,396.438749622507,-1969.4313130233
"695","ID194","A",3246.05867541575,390.819046937233,7775.47543074817
"696","ID415","C",2455.72832459871,360.692300834426,-2085.58434768776
"697","ID561","B",2291.16507142881,407.829819153989,4587.1079607046
"698","ID455","C",2383.6236137257,393.07719015212,-1992.11757624698
"699","ID803","A",2531.57290132567,413.140881780148,5517.54108774685
"700","ID404","A",2720.08543695891,420.852148394803,6072.75703712349
"701","ID932","A",2825.00176947682,405.199502126368,6440.31528726093
"702","ID881","C",2678.53430465676,396.222007190727,-2286.23494746778
"703","ID921","A",2340.20724739411,414.663772143667,4966.995218151
"704","ID703","C",2599.82621477902,435.079223517478,-2156.45317273323
"705","ID818","C",2824.86607962971,396.639292674862,-2431.07983640165
"706","ID953","B",2885.85264485635,376.769712566583,5778.42297698745
"707","ID265","A",2343.6384341837,399.886513626694,5019.46075769731
"708","ID423","C",2415.88371628372,410.061235971132,-2014.88711374944
"709","ID337","B",2454.84722539251,398.634944421635,4927.25228072506
"710","ID929","B",2151.59697175409,408.283460721559,4300.26099419689
"711","ID165","B",2628.19831784307,397.916766254197,5245.96400165645
"712","ID913","B",2479.85463248343,397.636040912521,4961.91085189793
"713","ID197","C",2137.20134623351,383.319736899783,-1728.83759717278
"714","ID300","C",2367.02063301873,441.774984253721,-1937.69243454392
"715","ID308","C",2872.72381283536,393.7471772091,-2482.02853186851
"716","ID714","A",2200.22974773983,396.189778956428,4647.47541978121
"717","ID680","C",2549.11982958204,382.001753200409,-2193.18563234428
"718","ID641","B",2361.57865095167,388.822798988748,4719.19294786212
"719","ID290","C",2415.80023557511,395.797597722795,-2017.3874062407
"720","ID333","B",2338.47483132484,375.443821960448,4676.05349667887
"721","ID594","C",2560.80980864587,395.576605663286,-2189.01710069014
"722","ID235","B",2596.39093982073,399.30537476782,5182.44171060275
"723","ID351","A",2121.49806065403,397.397647916362,4377.89862896349
"724","ID789","B",2809.6560857458,393.376331970945,5644.23467237222
"725","ID866","C",2727.38151643295,367.276563211398,-2352.96545746527
"726","ID582","A",2146.76261228412,405.394567664095,4401.3929382052
"727","ID439","B",2330.69177982764,396.360448845238,4660.53246421597
"728","ID927","A",2563.8235829543,389.427731916957,5758.0057573414
"729","ID534","A",1979.87128825692,378.521794087512,4047.98469614184
"730","ID424","A",2444.10791937776,369.737168015378,5493.78248448953
"731","ID738","A",2319.58758090572,406.634869017514,4931.76177133181
"732","ID640","A",2383.86788557665,386.776630317694,5214.47384457834
"733","ID469","A",3187.97031831483,353.525302936375,7788.06939050963
"734","ID943","C",2910.93767010921,381.634281244777,-2530.42812034871
"735","ID180","C",2419.10286839415,409.55653856356,-2008.43642667093
"736","ID174","A",2761.20035702829,393.809768141022,6322.37331155211
"737","ID437","B",2225.4245633885,389.620392952877,4451.91404286478
"738","ID502","A",2629.67180996568,425.505697866444,5783.2410615573
"739","ID373","B",2279.34506028262,389.459480498543,4551.16526325143
"740","ID478","B",2147.03817502342,405.307721414907,4279.62134717443
"741","ID230","B",2580.55818304127,398.773131818188,5152.20576402343
"742","ID740","A",2487.61443993145,426.247819714998,5325.2080290061
"743","ID417","C",2413.15034860397,412.445489907611,-1993.48284278294
"744","ID443","B",2618.24977860916,382.552233537916,5251.77531359291
"745","ID833","A",2387.11990945238,424.29316410805,5043.90706481109
"746","ID749","C",2638.67183072142,383.616597159531,-2228.84389485081
"747","ID888","C",2336.09535161151,416.52156660368,-1920.92617079044
"748","ID530","B",2274.26369688886,399.642461960288,4545.81215922143
"749","ID360","B",2302.33363412374,397.395915005785,4587.23214860097
"750","ID223","C",2396.43987099473,393.281176650092,-1997.79835646315
"751","ID585","A",2198.90440793864,421.043220312432,4498.62897699225
"752","ID685","B",2246.30959970346,405.694962334817,4495.9080769739
"753","ID315","B",2492.30488307869,411.235162801393,4986.35219010276
"754","ID109","C",2992.88395338576,425.088674349299,-2575.51778358962
"755","ID128","C",2003.90263089413,384.43951498685,-1644.92143056873
"756","ID533","C",2367.96392117713,388.140250037809,-1977.21459426258
"757","ID650","A",2371.53978729256,421.667958785379,4997.13435738577
"758","ID399","A",2553.18168011022,400.062343367147,5665.97809805216
"759","ID352","A",2680.66689983949,406.698290938055,5989.44505563898
"760","ID186","C",2491.74899993836,399.947587124573,-2107.96509312873
"761","ID564","B",2066.01251935326,421.551651748486,4124.03001532425
"762","ID535","B",2095.01304279091,399.687763360758,4194.02437889606
"763","ID746","B",2404.66940284153,382.107856055216,4801.07199538409
"764","ID700","C",2837.2367415858,405.653659246056,-2438.29825225605
"765","ID248","C",2442.27720224513,399.160282245053,-2024.47830149056
"766","ID891","A",2118.18161596623,382.889632717331,4430.82295097412
"767","ID862","C",1891.23941958791,408.141314321581,-1458.52627666739
"768","ID525","B",2790.89076770072,406.112701506664,5585.61685250886
"769","ID441","B",2714.3916233855,413.40754597288,5388.47921599229
"770","ID316","A",2431.14590079506,399.631827582058,5292.59876791321
"771","ID899","C",2719.87006248556,388.449374884045,-2342.09132315042
"772","ID115","A",2400.05536318742,379.051493277292,5311.06928277794
"773","ID537","B",2684.30268391343,368.940557457286,5378.18448497814
"774","ID363","C",2343.48894431802,400.660801153643,-1941.02234246312
"775","ID380","C",2882.67466671012,410.017712065392,-2476.48636036937
"776","ID933","A",2724.14034185434,399.445177820146,6176.25938738892
"777","ID457","A",2176.99780638292,410.213525724652,4482.67574569422
"778","ID779","B",2521.99548143575,382.140473624309,5038.90223800975
"779","ID379","B",2047.43549255404,410.604591071541,4116.5545502731
"780","ID489","A",2603.20178168187,376.044886583977,5931.04578090845
"781","ID206","A",2493.75239787137,413.040575179198,5426.44368546538
"782","ID856","C",2839.08894841106,405.682476278859,-2438.68249818845
"783","ID551","A",2412.392806385,415.328529832328,5177.29646437497
"784","ID584","C",1602.40572361673,392.14144150118,-1199.56005446319
"785","ID683","C",2879.03008889554,383.324984034748,-2485.07896408895
"786","ID171","C",2142.83846077182,385.624127208226,-1759.24676719005
"787","ID463","A",2652.38654566551,415.180056205088,5886.39253811318
"788","ID458","C",2606.12343423763,402.464179342729,-2213.06641882679
"789","ID823","A",2761.18825949864,407.945602973267,6248.44412673623
"790","ID892","A",2414.95771418579,387.542075851098,5312.15334191581
"791","ID553","A",2419.65552263953,417.504932273022,5158.92416214083
"792","ID214","C",2098.48132178565,402.427173590435,-1726.06451155863
"793","ID997","A",2207.56574788365,420.61507211322,4514.11366587356
"794","ID528","C",1994.18126963521,383.987684586619,-1632.50402734256
"795","ID963","C",2699.00704676375,383.734329559209,-2326.58363200941
"796","ID245","A",2191.37936701037,389.522228336928,4639.79387514321
"797","ID264","B",1985.18893410366,420.95309789636,3956.51648697105
"798","ID979","C",2103.74910005385,378.57488424845,-1732.88679027373
"799","ID266","C",2055.72645110355,401.648376127058,-1649.76754396911
"800","ID620","A",3071.73967271615,404.165878832174,7183.18584622794
